Order ID,Year,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,City Office,Customer Segment,Ship Mode,,,,,
B-26520,2022,119,-5,8,Clothing,Saree,Credit Card,Orissa,Corporate,Delivery Truck,,,,,
B-26521,2023,118,25,4,Clothing,Hankerchief,Credit Card,Delhi,Corporate,Regular Air,,,,,
B-26522,2022,116,22,1,Electronics,Accessories,Credit Card,Agra,Corporate,Express Air,,,,,
B-26523,2022,158,-29,10,Clothing,Hankerchief,EMI,Srinagar,Corporate,Regular Air,,,,,
B-26524,2023,158,69,3,Clothing,Stole,EMI,Goa,Corporate,Regular Air,,,,,
B-26525,2022,65,-52,3,Electronics,Accessories,COD,Orissa,Home Office,Regular Air,,,,,
B-26526,2022,160,-59,2,Clothing,Saree,EMI,Delhi,Home Office,Regular Air,,,,,
B-26527,2023,162,20,3,Furniture,Chairs,EMI,Agra,Home Office,Delivery Truck,,,,,
B-26528,2022,63,1,4,Clothing,T-shirt,COD,Srinagar,Small Business,Regular Air,,,,,
B-26529,2023,64,27,5,Clothing,Hankerchief,UPI,Goa,Small Business,Express Air,,,,,
B-26530,2022,166,-113,4,Electronics,Accessories,EMI,Orissa,Small Business,Regular Air,,,,,
B-26531,2022,167,43,7,Clothing,T-shirt,EMI,Delhi,Small Business,Regular Air,,,,,
B-26532,2023,123,17,3,Furniture,Furnishings,COD,Delhi,Corporate,Regular Air,,,,,
B-26533,2022,63,14,2,Clothing,Shirt,COD,Agra,Consumer,Regular Air,,,,,
B-26534,2022,891,0,5,Clothing,Saree,COD,Hyderabad,Consumer,Delivery Truck,,,,,
B-26535,2023,75,28,9,Clothing,Hankerchief,UPI,Chennai,Home Office,Regular Air,,,,,
B-26536,2022,62,6,5,Clothing,Hankerchief,COD,Mumbai,Small Business,Express Air,,,,,
B-26537,2022,29,-18,7,Clothing,Skirt,UPI,Orissa,Home Office,Regular Air,,,,,
B-26538,2023,168,18,6,Clothing,Stole,Debit Card,Delhi,Home Office,Regular Air,,,,,
B-26539,2022,70,24,3,Clothing,Stole,UPI,Agra,Small Business,Regular Air,,,,,
B-26540,2022,169,55,4,Clothing,Saree,Debit Card,Hyderabad,Consumer,Regular Air,,,,,
B-26541,2021,32,-8,2,Clothing,Stole,COD,Chennai,Corporate,Regular Air,,,,,
B-26542,2021,44,-8,3,Clothing,Stole,UPI,Mumbai,Corporate,Regular Air,,,,,
B-26543,2021,116,-56,5,Clothing,Stole,Credit Card,Goa,Corporate,Regular Air,,,,,
B-26544,2021,156,21,3,Furniture,Chairs,COD,Delhi,Consumer,Regular Air,,,,,
B-26545,2021,62,6,6,Clothing,Skirt,COD,Agra,Small Business,Delivery Truck,,,,,
B-26546,2021,54,1,2,Clothing,Saree,UPI,Hyderabad,Small Business,Regular Air,,,,,
B-26547,2021,111,11,9,Clothing,Hankerchief,Credit Card,Chennai,Small Business,Regular Air,,,,,
B-26548,2021,158,-63,4,Furniture,Chairs,UPI,Orissa,Consumer,Delivery Truck,,,,,
B-26549,2021,7,-3,2,Clothing,Skirt,UPI,Delhi,Consumer,Regular Air,,,,,
B-26550,2021,61,28,2,Clothing,Hankerchief,UPI,Agra,Consumer,Regular Air,,,,,
B-26551,2021,61,-50,4,Clothing,Hankerchief,COD,Srinagar,Consumer,Regular Air,,,,,
B-26552,2021,154,26,4,Electronics,Accessories,COD,Goa,Consumer,Regular Air,,,,,
B-26553,2022,62,1,3,Clothing,Saree,COD,Orissa,Consumer,Delivery Truck,,,,,
B-26554,2021,169,38,3,Clothing,Saree,Debit Card,Delhi,Corporate,Regular Air,,,,,
B-26555,2021,61,18,2,Electronics,Accessories,COD,Agra,Corporate,Regular Air,,,,,
B-26556,2022,61,-23,2,Clothing,Saree,COD,Srinagar,Consumer,Regular Air,,,,,
B-26557,2021,171,14,9,Clothing,Shirt,Debit Card,Goa,Corporate,Regular Air,,,,,
B-26558,2022,60,-49,8,Clothing,Hankerchief,COD,Orissa,Corporate,Express Air,,,,,
B-26559,2021,25,-11,1,Clothing,Stole,UPI,Delhi,Corporate,Regular Air,,,,,
B-26560,2021,163,26,4,Clothing,Shirt,COD,Delhi,Corporate,Delivery Truck,,,,,
B-26561,2022,173,86,1,Electronics,Printers,Debit Card,Agra,Corporate,Regular Air,,,,,
B-26562,2021,257,-3,2,Furniture,Bookcases,UPI,Hyderabad,Corporate,Regular Air,,,,,
B-26563,2022,108,37,2,Clothing,Stole,Credit Card,Chennai,Home Office,Regular Air,,,,,
B-26564,2021,177,41,4,Clothing,Shirt,Debit Card,Mumbai,Small Business,Regular Air,,,,,
B-26565,2021,106,15,7,Clothing,Hankerchief,Credit Card,Orissa,Small Business,Delivery Truck,,,,,
B-26566,2021,41,-14,5,Clothing,Leggings,UPI,Delhi,Home Office,Regular Air,,,,,
B-26567,2021,168,-10,3,Electronics,Accessories,UPI,Agra,Home Office,Express Air,,,,,
B-26568,2022,60,21,4,Clothing,Stole,COD,Hyderabad,Home Office,Regular Air,,,,,
B-26569,2021,31,-11,4,Clothing,Stole,COD,Chennai,Home Office,Regular Air,,,,,
B-26570,2022,179,0,2,Clothing,Saree,Debit Card,Mumbai,Home Office,Express Air,,,,,
B-26571,2021,106,12,3,Clothing,Trousers,Credit Card,Goa,Consumer,Regular Air,,,,,
B-26572,2021,60,13,2,Clothing,T-shirt,COD,Delhi,Consumer,Regular Air,,,,,
B-26573,2022,180,5,3,Clothing,Trousers,Debit Card,Agra,Consumer,Regular Air,,,,,
B-26574,2021,60,-10,2,Furniture,Furnishings,COD,Hyderabad,Consumer,Regular Air,,,,,
B-26575,2022,59,25,3,Clothing,Stole,COD,Chennai,Consumer,Express Air,,,,,
B-26576,2021,170,73,2,Electronics,Accessories,UPI,Orissa,Small Business,Regular Air,,,,,
B-26577,2021,59,10,2,Clothing,Hankerchief,COD,Delhi,Small Business,Regular Air,,,,,
B-26578,2022,24,-21,7,Clothing,Skirt,COD,Agra,Small Business,Regular Air,,,,,
B-26579,2021,105,-26,8,Clothing,Leggings,Credit Card,Srinagar,Home Office,Delivery Truck,,,,,
B-26580,2021,103,46,2,Clothing,Saree,Credit Card,Goa,Home Office,Regular Air,,,,,
B-26581,2021,171,17,6,Clothing,T-shirt,UPI,Orissa,Home Office,Regular Air,,,,,
B-26582,2022,102,13,2,Clothing,Stole,Credit Card,Delhi,Home Office,Regular Air,,,,,
B-26583,2021,98,12,2,Clothing,Hankerchief,Credit Card,Agra,Corporate,Regular Air,,,,,
B-26584,2022,59,10,4,Clothing,Leggings,COD,Srinagar,Home Office,Express Air,,,,,
B-26585,2022,189,60,4,Furniture,Furnishings,Debit Card,Goa,Home Office,Regular Air,,,,,
B-26586,2022,58,-52,3,Furniture,Chairs,COD,Orissa,Home Office,Regular Air,,,,,
B-26587,2022,60,3,3,Clothing,Saree,UPI,Delhi,Home Office,Delivery Truck,,,,,
B-26588,2022,58,-8,2,Clothing,Saree,COD,Delhi,Home Office,Delivery Truck,,,,,
B-26589,2022,94,20,2,Furniture,Furnishings,UPI,Agra,Home Office,Regular Air,,,,,
B-26590,2023,193,-166,3,Clothing,Saree,EMI,Hyderabad,Home Office,Express Air,,,,,
B-26591,2022,199,0,4,Clothing,Stole,EMI,Chennai,Home Office,Regular Air,,,,,
B-26592,2022,202,89,9,Clothing,T-shirt,EMI,Mumbai,Small Business,Regular Air,,,,,
B-26593,2023,58,17,2,Clothing,Hankerchief,COD,Orissa,Small Business,Regular Air,,,,,
B-26594,2022,57,-28,2,Clothing,Kurti,COD,Delhi,Corporate,Regular Air,,,,,
B-26595,2022,204,-94,4,Clothing,Hankerchief,EMI,Agra,Corporate,Regular Air,,,,,
B-26596,2023,98,-12,2,Electronics,Electronic Games,Credit Card,Hyderabad,Corporate,Express Air,,,,,
B-26597,2022,22,-12,3,Clothing,Stole,COD,Chennai,Corporate,Regular Air,,,,,
B-26598,2022,97,17,2,Clothing,Stole,Credit Card,Mumbai,Corporate,Regular Air,,,,,
B-26599,2023,57,24,5,Clothing,Leggings,COD,Goa,Corporate,Express Air,,,,,
B-26600,2022,97,14,2,Clothing,T-shirt,Credit Card,Delhi,Corporate,Express Air,,,,,
B-26601,2022,97,17,2,Clothing,Stole,Credit Card,Agra,Corporate,Regular Air,,,,,
B-26602,2023,96,22,5,Clothing,Stole,Credit Card,Hyderabad,Consumer,Regular Air,,,,,
B-26603,2022,94,27,2,Clothing,Shirt,Credit Card,Chennai,Small Business,Regular Air,,,,,
B-26604,2022,26,-17,1,Clothing,Stole,COD,Orissa,Small Business,Regular Air,,,,,
B-26605,2023,93,44,2,Clothing,Stole,Credit Card,Delhi,Small Business,Regular Air,,,,,
B-26606,2022,93,-65,4,Clothing,Stole,Credit Card,Agra,Small Business,Regular Air,,,,,
B-26607,2022,92,5,6,Clothing,Hankerchief,Credit Card,Srinagar,Small Business,Delivery Truck,,,,,
B-26608,2023,57,27,2,Clothing,T-shirt,COD,Goa,Small Business,Regular Air,,,,,
B-26609,2023,57,7,3,Furniture,Furnishings,COD,Orissa,Consumer,Regular Air,,,,,
B-26610,2022,57,21,4,Clothing,Leggings,COD,Delhi,Consumer,Regular Air,,,,,
B-26611,2022,128,4,3,Clothing,Saree,COD,Agra,Consumer,Regular Air,,,,,
B-26612,2023,89,-4,5,Clothing,Saree,Credit Card,Srinagar,Consumer,Regular Air,,,,,
B-26613,2022,221,26,7,Furniture,Furnishings,COD,Goa,Consumer,Regular Air,,,,,
B-26614,2022,205,-119,3,Clothing,Saree,Debit Card,Orissa,Consumer,Regular Air,,,,,
B-26615,2023,191,51,5,Clothing,Shirt,UPI,Delhi,Consumer,Regular Air,,,,,
B-26616,2022,206,18,4,Clothing,Hankerchief,Debit Card,Delhi,Corporate,Regular Air,,,,,
B-26617,2022,56,0,4,Clothing,Hankerchief,COD,Agra,Corporate,Regular Air,,,,,
B-26618,2023,88,16,4,Clothing,Stole,Credit Card,Hyderabad,Corporate,Regular Air,,,,,
B-26619,2022,224,58,3,Electronics,Phones,UPI,Chennai,Corporate,Regular Air,,,,,
B-26620,2022,193,8,4,Clothing,T-shirt,UPI,Mumbai,Consumer,Regular Air,,,,,
B-26621,2023,87,36,5,Clothing,Stole,Credit Card,Orissa,Consumer,Regular Air,,,,,
B-26622,2022,189,4,1,Clothing,Saree,UPI,Delhi,Consumer,Express Air,,,,,
B-26623,2023,55,-33,2,Furniture,Chairs,COD,Agra,Home Office,Regular Air,,,,,
B-26624,2022,85,-1,3,Clothing,Saree,Credit Card,Hyderabad,Small Business,Regular Air,,,,,
B-26625,2022,252,56,2,Electronics,Phones,UPI,Chennai,Small Business,Regular Air,,,,,
B-26626,2023,197,73,1,Furniture,Bookcases,COD,Mumbai,Home Office,Regular Air,,,,,
B-26627,2022,17,-3,2,Clothing,Stole,UPI,Goa,Home Office,Express Air,,,,,
B-26628,2022,100,28,2,Clothing,Hankerchief,UPI,Delhi,Small Business,Regular Air,,,,,
B-26629,2023,80,-19,5,Clothing,Stole,UPI,Agra,Small Business,Regular Air,,,,,
B-26630,2022,75,29,1,Clothing,Trousers,UPI,Hyderabad,Consumer,Regular Air,,,,,
B-26631,2022,26,4,2,Clothing,Saree,UPI,Chennai,Small Business,Regular Air,,,,,
B-26632,2023,55,12,5,Clothing,Skirt,COD,Orissa,Corporate,Regular Air,,,,,
B-26633,2022,157,5,9,Clothing,Saree,UPI,Delhi,Corporate,Regular Air,,,,,
B-26634,2022,200,-60,4,Furniture,Bookcases,UPI,Agra,Corporate,Regular Air,,,,,
B-26635,2023,230,5,2,Clothing,Saree,UPI,Srinagar,Consumer,Delivery Truck,,,,,
B-26636,2022,213,-145,3,Furniture,Bookcases,Debit Card,Goa,Corporate,Regular Air,,,,,
B-26637,2023,55,4,2,Clothing,Stole,COD,Orissa,Corporate,Regular Air,,,,,
B-26638,2022,220,-19,2,Clothing,Saree,Debit Card,Delhi,Corporate,Express Air,,,,,
B-26639,2022,150,32,3,Clothing,Hankerchief,COD,Agra,Corporate,Regular Air,,,,,
B-26640,2023,203,84,2,Electronics,Printers,UPI,Srinagar,Corporate,Regular Air,,,,,
B-26641,2022,93,31,3,Electronics,Accessories,UPI,Goa,Corporate,Regular Air,,,,,
B-26642,2022,290,35,6,Clothing,Hankerchief,COD,Orissa,Corporate,Regular Air,,,,,
B-26643,2023,48,6,1,Clothing,Saree,COD,Delhi,Small Business,Express Air,,,,,
B-26644,2022,221,35,4,Electronics,Accessories,Debit Card,Delhi,Corporate,Regular Air,,,,,
B-26645,2022,55,18,2,Clothing,Kurti,COD,Agra,Small Business,Express Air,,,,,
B-26646,2023,227,102,8,Electronics,Accessories,Debit Card,Hyderabad,Small Business,Regular Air,,,,,
B-26647,2022,55,-39,4,Clothing,Stole,COD,Chennai,Small Business,Regular Air,,,,,
B-26648,2022,207,33,2,Electronics,Accessories,UPI,Mumbai,Small Business,Regular Air,,,,,
B-26649,2023,64,6,4,Clothing,Saree,COD,Orissa,Small Business,Regular Air,,,,,
B-26650,2022,89,6,5,Clothing,Saree,COD,Delhi,Small Business,Regular Air,,,,,
B-26651,2022,54,27,2,Clothing,Stole,COD,Agra,Small Business,Express Air,,,,,
B-26652,2023,84,41,3,Clothing,T-shirt,Credit Card,Hyderabad,Small Business,Regular Air,,,,,
B-26653,2022,209,-21,2,Electronics,Electronic Games,UPI,Chennai,Corporate,Regular Air,,,,,
B-26654,2022,79,33,4,Clothing,Stole,UPI,Mumbai,Corporate,Express Air,,,,,
B-26655,2023,54,8,4,Clothing,T-shirt,COD,Goa,Corporate,Regular Air,,,,,
B-26656,2022,229,59,9,Clothing,Saree,Debit Card,Delhi,Corporate,Regular Air,,,,,
B-26657,2023,158,38,3,Clothing,Hankerchief,UPI,Agra,Corporate,Delivery Truck,,,,,
B-26658,2022,248,105,2,Electronics,Phones,Debit Card,Hyderabad,Consumer,Regular Air,,,,,
B-26659,2022,199,6,2,Clothing,Saree,UPI,Chennai,Home Office,Regular Air,,,,,
B-26660,2023,253,-11,1,Clothing,Trousers,Debit Card,Orissa,Home Office,Regular Air,,,,,
B-26661,2022,257,-252,4,Clothing,Saree,Debit Card,Delhi,Consumer,Delivery Truck,,,,,
B-26662,2022,193,33,5,Electronics,Accessories,COD,Agra,Consumer,Regular Air,,,,,
B-26663,2023,109,35,6,Clothing,T-shirt,COD,Srinagar,Consumer,Delivery Truck,,,,,
B-26664,2022,214,30,3,Electronics,Accessories,COD,Goa,Home Office,Regular Air,,,,,
B-26665,2022,141,7,7,Clothing,Saree,COD,Orissa,Home Office,Regular Air,,,,,
B-26666,2023,201,32,4,Furniture,Furnishings,UPI,Delhi,Consumer,Regular Air,,,,,
B-26667,2022,54,12,4,Clothing,Shirt,COD,Agra,Consumer,Regular Air,,,,,
B-26668,2022,83,6,6,Clothing,Shirt,EMI,Srinagar,Consumer,Regular Air,,,,,
B-26669,2023,54,-3,3,Clothing,Saree,COD,Goa,Consumer,Regular Air,,,,,
B-26670,2022,53,5,3,Clothing,T-shirt,COD,Orissa,Consumer,Regular Air,,,,,
B-26671,2023,258,-27,2,Electronics,Phones,Debit Card,Delhi,Consumer,Regular Air,,,,,
B-26672,2022,199,8,2,Clothing,Saree,COD,Delhi,Consumer,Regular Air,,,,,
B-26673,2022,82,-27,3,Clothing,Kurti,EMI,Agra,Home Office,Regular Air,,,,,
B-26674,2023,139,36,3,Clothing,Stole,COD,Hyderabad,Home Office,Regular Air,,,,,
B-26675,2022,53,15,2,Clothing,Stole,COD,Chennai,Consumer,Regular Air,,,,,
B-26676,2022,53,1,4,Clothing,Stole,COD,Mumbai,Consumer,Regular Air,,,,,
B-26677,2023,101,38,2,Furniture,Furnishings,COD,Orissa,Consumer,Regular Air,,,,,
B-26678,2022,262,215,2,Electronics,Printers,Debit Card,Delhi,Consumer,Regular Air,,,,,
B-26679,2022,82,-39,5,Clothing,T-shirt,EMI,Agra,Corporate,Regular Air,,,,,
B-26680,2023,154,39,3,Clothing,Hankerchief,COD,Hyderabad,Consumer,Regular Air,,,,,
B-26681,2022,52,18,2,Clothing,Stole,COD,Chennai,Consumer,Regular Air,,,,,
B-26682,2022,1599,37,6,Electronics,Electronic Games,UPI,Mumbai,Corporate,Regular Air,,,,,
B-26683,2021,338,41,7,Clothing,Hankerchief,UPI,Goa,Home Office,Regular Air,,,,,
B-26684,2021,51,-49,2,Electronics,Electronic Games,COD,Delhi,Home Office,Regular Air,,,,,
B-26685,2021,224,-81,3,Furniture,Chairs,COD,Agra,Consumer,Regular Air,,,,,
B-26686,2021,207,37,4,Clothing,Hankerchief,COD,Hyderabad,Home Office,Delivery Truck,,,,,
B-26687,2021,51,14,2,Clothing,Stole,COD,Chennai,Corporate,Regular Air,,,,,
B-26688,2021,82,8,3,Electronics,Accessories,EMI,Orissa,Home Office,Express Air,,,,,
B-26689,2021,50,-17,2,Clothing,Stole,COD,Delhi,Home Office,Express Air,,,,,
B-26690,2021,263,-31,9,Electronics,Electronic Games,Debit Card,Agra,Home Office,Regular Air,,,,,
B-26691,2021,50,7,6,Clothing,Skirt,COD,Srinagar,Home Office,Delivery Truck,,,,,
B-26692,2021,245,-3,4,Electronics,Phones,UPI,Goa,Consumer,Regular Air,,,,,
B-26693,2021,82,24,6,Clothing,Hankerchief,EMI,Orissa,Consumer,Regular Air,,,,,
B-26694,2021,229,-41,8,Electronics,Accessories,COD,Delhi,Consumer,Express Air,,,,,
B-26695,2022,50,14,1,Electronics,Electronic Games,COD,Agra,Consumer,Regular Air,,,,,
B-26696,2021,220,40,2,Electronics,Accessories,COD,Srinagar,Consumer,Regular Air,,,,,
B-26697,2021,263,-63,2,Electronics,Electronic Games,Debit Card,Goa,Consumer,Regular Air,,,,,
B-26698,2022,81,-41,5,Clothing,Leggings,EMI,Orissa,Consumer,Express Air,,,,,
B-26699,2021,50,-17,2,Clothing,Stole,COD,Delhi,Consumer,Express Air,,,,,
B-26700,2022,49,5,4,Clothing,Hankerchief,COD,Delhi,Corporate,Express Air,,,,,
B-26701,2021,237,47,9,Clothing,T-shirt,UPI,Agra,Corporate,Regular Air,,,,,
B-26702,2021,264,-30,3,Furniture,Furnishings,Debit Card,Hyderabad,Corporate,Regular Air,,,,,
B-26703,2022,49,3,1,Clothing,Shirt,COD,Chennai,Corporate,Delivery Truck,,,,,
B-26704,2021,63,-24,6,Clothing,Kurti,COD,Mumbai,Corporate,Regular Air,,,,,
B-26705,2022,81,-51,7,Clothing,Stole,EMI,Orissa,Corporate,Regular Air,,,,,
B-26706,2021,264,71,10,Furniture,Furnishings,Debit Card,Delhi,Corporate,Regular Air,,,,,
B-26707,2021,48,11,2,Clothing,Shirt,COD,Agra,Corporate,Regular Air,,,,,
B-26708,2021,48,15,1,Clothing,Hankerchief,COD,Hyderabad,Corporate,Express Air,,,,,
B-26709,2021,245,-78,2,Electronics,Printers,UPI,Chennai,Corporate,Regular Air,,,,,
B-26710,2022,146,42,5,Clothing,Hankerchief,UPI,Mumbai,Corporate,Regular Air,,,,,
B-26711,2021,245,10,2,Furniture,Bookcases,COD,Goa,Corporate,Regular Air,,,,,
B-26712,2022,245,91,2,Furniture,Bookcases,UPI,Delhi,Corporate,Express Air,,,,,
B-26713,2021,80,3,3,Clothing,Stole,EMI,Agra,Corporate,Regular Air,,,,,
B-26714,2021,269,33,5,Furniture,Chairs,Debit Card,Hyderabad,Home Office,Regular Air,,,,,
B-26715,2022,80,22,3,Clothing,Stole,EMI,Chennai,Consumer,Regular Air,,,,,
B-26716,2021,284,44,6,Clothing,Hankerchief,COD,Orissa,Consumer,Regular Air,,,,,
B-26717,2022,313,44,3,Electronics,Electronic Games,COD,Delhi,Home Office,Express Air,,,,,
B-26718,2021,80,-26,9,Clothing,Skirt,EMI,Agra,Home Office,Regular Air,,,,,
B-26719,2021,48,-8,8,Clothing,Stole,COD,Srinagar,Home Office,Regular Air,,,,,
B-26720,2022,87,16,2,Clothing,Saree,UPI,Goa,Consumer,Regular Air,,,,,
B-26721,2021,47,-114,5,Furniture,Furnishings,COD,Orissa,Corporate,Regular Air,,,,,
B-26722,2021,140,28,2,Electronics,Phones,COD,Delhi,Corporate,Regular Air,,,,,
B-26723,2021,47,1,2,Clothing,Stole,COD,Agra,Consumer,Regular Air,,,,,
B-26724,2022,79,-2,2,Furniture,Furnishings,EMI,Srinagar,Home Office,Regular Air,,,,,
B-26725,2021,78,-64,7,Clothing,Stole,EMI,Goa,Home Office,Delivery Truck,,,,,
B-26726,2022,47,-3,2,Clothing,Stole,COD,Orissa,Home Office,Regular Air,,,,,
B-26727,2022,185,48,4,Clothing,Stole,UPI,Delhi,Home Office,Delivery Truck,,,,,
B-26728,2022,77,36,2,Clothing,Shirt,EMI,Delhi,Consumer,Delivery Truck,,,,,
B-26729,2022,259,47,5,Clothing,Hankerchief,UPI,Agra,Home Office,Delivery Truck,,,,,
B-26730,2022,75,0,7,Clothing,Saree,EMI,Hyderabad,Home Office,Regular Air,,,,,
B-26731,2022,75,0,3,Clothing,Shirt,EMI,Chennai,Consumer,Regular Air,,,,,
B-26732,2023,46,0,4,Clothing,Leggings,COD,Mumbai,Corporate,Regular Air,,,,,
B-26733,2022,46,13,3,Clothing,Hankerchief,COD,Orissa,Corporate,Regular Air,,,,,
B-26734,2022,200,13,5,Electronics,Phones,COD,Delhi,Home Office,Regular Air,,,,,
B-26735,2023,46,-14,1,Electronics,Phones,COD,Agra,Home Office,Regular Air,,,,,
B-26736,2022,126,52,4,Clothing,Hankerchief,UPI,Hyderabad,Home Office,Regular Air,,,,,
B-26737,2022,74,29,3,Clothing,Stole,EMI,Chennai,Home Office,Regular Air,,,,,
B-26738,2023,45,13,4,Clothing,Skirt,COD,Mumbai,Home Office,Regular Air,,,,,
B-26739,2022,74,9,3,Clothing,Shirt,UPI,Goa,Home Office,Express Air,,,,,
B-26740,2022,129,11,2,Electronics,Phones,UPI,Delhi,Home Office,Regular Air,,,,,
B-26741,2023,122,50,7,Clothing,Stole,UPI,Agra,Home Office,Delivery Truck,,,,,
B-26742,2022,74,-51,3,Clothing,Stole,UPI,Hyderabad,Home Office,Regular Air,,,,,
B-26743,2022,278,39,5,Furniture,Chairs,Debit Card,Chennai,Corporate,Regular Air,,,,,
B-26744,2023,282,14,4,Clothing,Trousers,Debit Card,Orissa,Home Office,Delivery Truck,,,,,
B-26745,2022,45,0,2,Clothing,T-shirt,COD,Delhi,Corporate,Express Air,,,,,
B-26746,2022,45,6,3,Clothing,Shirt,COD,Agra,Home Office,Regular Air,,,,,
B-26747,2023,45,16,3,Clothing,Stole,COD,Srinagar,Home Office,Regular Air,,,,,
B-26748,2022,73,-36,3,Furniture,Chairs,UPI,Goa,Home Office,Express Air,,,,,
B-26749,2022,45,12,4,Clothing,Hankerchief,COD,Orissa,Corporate,Express Air,,,,,
B-26750,2023,72,-6,3,Clothing,Saree,UPI,Delhi,Corporate,Regular Air,,,,,
B-26751,2023,71,-44,5,Electronics,Accessories,UPI,Agra,Corporate,Regular Air,,,,,
B-26752,2022,45,-2,4,Clothing,Shirt,COD,Srinagar,Corporate,Delivery Truck,,,,,
B-26753,2022,286,140,6,Clothing,Shirt,Debit Card,Goa,Consumer,Regular Air,,,,,
B-26754,2023,294,138,2,Electronics,Printers,Debit Card,Orissa,Consumer,Regular Air,,,,,
B-26755,2022,223,4,3,Electronics,Phones,COD,Delhi,Small Business,Delivery Truck,,,,,
B-26756,2022,20,-2,1,Electronics,Accessories,UPI,Delhi,Small Business,Regular Air,,,,,
B-26757,2023,302,75,6,Furniture,Furnishings,Debit Card,Agra,Consumer,Regular Air,,,,,
B-26758,2022,113,28,2,Clothing,Saree,UPI,Hyderabad,Consumer,Regular Air,,,,,
B-26759,2022,44,2,3,Clothing,Hankerchief,COD,Chennai,Consumer,Express Air,,,,,
B-26760,2023,305,-270,5,Electronics,Electronic Games,Debit Card,Mumbai,Corporate,Regular Air,,,,,
B-26761,2022,306,-147,3,Clothing,Saree,Debit Card,Orissa,Home Office,Regular Air,,,,,
B-26762,2022,70,-64,5,Clothing,Stole,UPI,Delhi,Home Office,Regular Air,,,,,
B-26763,2023,44,11,4,Clothing,Stole,COD,Agra,Home Office,Regular Air,,,,,
B-26764,2022,44,14,3,Clothing,Hankerchief,COD,Hyderabad,Home Office,Regular Air,,,,,
B-26765,2023,319,312,5,Clothing,Saree,Debit Card,Chennai,Home Office,Regular Air,,,,,
B-26766,2022,287,-280,12,Furniture,Chairs,UPI,Mumbai,Small Business,Express Air,,,,,
B-26767,2022,44,10,3,Clothing,Stole,COD,Goa,Corporate,Regular Air,,,,,
B-26768,2023,288,-180,4,Furniture,Chairs,COD,Delhi,Corporate,Delivery Truck,,,,,
B-26769,2022,49,-31,2,Clothing,Stole,COD,Agra,Corporate,Express Air,,,,,
B-26770,2022,43,-10,4,Clothing,Skirt,COD,Hyderabad,Consumer,Regular Air,,,,,
B-26771,2023,43,5,3,Clothing,Stole,COD,Chennai,Consumer,Regular Air,,,,,
B-26772,2022,68,-27,3,Electronics,Accessories,UPI,Orissa,Consumer,Delivery Truck,,,,,
B-26773,2022,320,144,1,Electronics,Printers,Debit Card,Delhi,Consumer,Regular Air,,,,,
B-26774,2023,67,2,4,Clothing,T-shirt,UPI,Agra,Consumer,Regular Air,,,,,
B-26775,2022,66,-12,5,Clothing,Stole,UPI,Srinagar,Corporate,Regular Air,,,,,
B-26776,2022,321,26,3,Electronics,Printers,Debit Card,Goa,Consumer,Regular Air,,,,,
B-26777,2023,43,-5,2,Clothing,Saree,COD,Orissa,Home Office,Regular Air,,,,,
B-26778,2022,114,-39,5,Clothing,Kurti,COD,Delhi,Home Office,Express Air,,,,,
B-26779,2023,43,17,1,Clothing,Saree,COD,Agra,Home Office,Regular Air,,,,,
B-26780,2022,43,21,3,Clothing,Shirt,COD,Srinagar,Home Office,Delivery Truck,,,,,
B-26781,2022,637,50,5,Clothing,Saree,COD,Goa,Home Office,Regular Air,,,,,
B-26782,2023,300,42,2,Electronics,Printers,COD,Orissa,Corporate,Regular Air,,,,,
B-26783,2022,341,44,7,Furniture,Furnishings,UPI,Delhi,Corporate,Regular Air,,,,,
B-26784,2022,102,0,3,Electronics,Phones,COD,Delhi,Home Office,Regular Air,,,,,
B-26785,2023,328,-15,3,Electronics,Electronic Games,Debit Card,Agra,Home Office,Regular Air,,,,,
B-26786,2022,341,160,7,Clothing,Stole,Debit Card,Hyderabad,Consumer,Regular Air,,,,,
B-26787,2022,62,11,7,Clothing,Hankerchief,UPI,Chennai,Consumer,Regular Air,,,,,
B-26788,2023,42,13,3,Clothing,Leggings,COD,Mumbai,Consumer,Regular Air,,,,,
B-26789,2022,62,28,5,Clothing,Hankerchief,UPI,Orissa,Corporate,Regular Air,,,,,
B-26790,2022,42,7,2,Clothing,Kurti,COD,Delhi,Home Office,Regular Air,,,,,
B-26791,2024,42,-3,1,Electronics,Electronic Games,COD,Agra,Home Office,Regular Air,,,,,
B-26792,2024,313,-13,5,Furniture,Bookcases,UPI,Hyderabad,Home Office,Regular Air,,,,,
B-26793,2024,109,52,2,Clothing,Stole,UPI,Chennai,Corporate,Regular Air,,,,,
B-26794,2024,226,58,3,Electronics,Accessories,COD,Mumbai,Home Office,Regular Air,,,,,
B-26795,2024,62,-1,1,Electronics,Phones,UPI,Goa,Home Office,Regular Air,,,,,
B-26796,2024,61,-25,4,Electronics,Accessories,UPI,Delhi,Home Office,Regular Air,,,,,
B-26797,2024,222,74,5,Clothing,Hankerchief,COD,Agra,Home Office,Delivery Truck,,,,,
B-26798,2024,342,-154,7,Furniture,Furnishings,Debit Card,Hyderabad,Corporate,Regular Air,,,,,
B-26799,2024,344,-34,3,Clothing,Saree,Debit Card,Chennai,Corporate,Regular Air,,,,,
